htid	HTRecord	WWEnd ID	ISFDB ID	Title	Author	Year
mdp.39015011054155	205623	1	2122	The Demolished Man	Alfred Bester	1952
mdp.39015012120492	100071279	1	2122	The Demolished Man	Alfred Bester	1952
mdp.39015023453395	280721	1	2122	The Demolished Man	Alfred Bester	1952
uc1.32106002161526	7114966	1	2122	The Demolished Man	Alfred Bester	1952
uc1.32106014483108	7133587	4	7666	The Big Time	Fritz Leiber	1958
mdp.39015013534014	471103	5	2276	A Case of Conscience	James Blish	1958
mdp.39015038900125	431059	5	2276	A Case of Conscience	James Blish	1958
uc1.32106012870439	7132696	5	2276	A Case of Conscience	James Blish	1958
mdp.39015038922574	241723	6	1112	Starship Troopers	Robert A. Heinlein	1959
pst.000066152552	12281116	6	1112	Starship Troopers	Robert A. Heinlein	1959
uc1.32106011196133	1291173	6	1112	Starship Troopers	Robert A. Heinlein	1959
mdp.39015000611528	1418330	7	2283	A Canticle for Leibowitz	Walter M. Miller, Jr.	1959
pst.000013669980	12274972	7	2283	A Canticle for Leibowitz	Walter M. Miller, Jr.	1959
pst.000028922933	12275405	7	2283	A Canticle for Leibowitz	Walter M. Miller, Jr.	1959
mdp.39015003922005	434734	8	1095	Stranger in a Strange Land	Robert A. Heinlein	1961
mdp.39015008817374	249993	8	1095	Stranger in a Strange Land	Robert A. Heinlein	1961
mdp.39015020677434	687365	9	1574	The Man in the High Castle	Philip K. Dick	1962
mdp.39015079288901	259268	9	1574	The Man in the High Castle	Philip K. Dick	1962
mdp.39015020680917	1185693	10	6698	Way Station	Clifford D. Simak	1963
uc1.32106012732845	7132673	10	6698	Way Station	Clifford D. Simak	1963
mdp.39015003899278	30709	11	901	The Wanderer	Fritz Leiber	1964
mdp.49015000995796	4482267	11	901	The Wanderer	Fritz Leiber	1964
pst.000003801734	7491678	11	901	The Wanderer	Fritz Leiber	1964
mdp.39015000363344	682471	12	2493	This Immortal	Roger Zelazny	1966
mdp.39015012178250	123750	12	2493	This Immortal	Roger Zelazny	1966
mdp.49015003071447	5218369	13	2036	Dune	Frank Herbert	1965
ppt.ssfcbz201710000391	6814508	13	2036	Dune	Frank Herbert	1965
pst.000011824909	12281133	13	2036	Dune	Frank Herbert	1965
pst.000027233412	7063804	13	2036	Dune	Frank Herbert	1965
ucbk.ark:/28722/h25h7c77k	1292521	13	2036	Dune	Frank Herbert	1965
mdp.39015010450529	782881	14	1502	The Moon is a Harsh Mistress	Robert A. Heinlein	1966
mdp.39015040086160	241743	14	1502	The Moon is a Harsh Mistress	Robert A. Heinlein	1966
mdp.39015046792886	1028638	14	1502	The Moon is a Harsh Mistress	Robert A. Heinlein	1966
mdp.39076000545603	9919229	14	1502	The Moon is a Harsh Mistress	Robert A. Heinlein	1966
uc1.32106005369621	7143577	14	1502	The Moon is a Harsh Mistress	Robert A. Heinlein	1966
mdp.39015008045489	1418597	15	1611	Lord of Light	Roger Zelazny	1967
mdp.39015008978879	119905	15	1611	Lord of Light	Roger Zelazny	1967
mdp.39015046407733	119905	15	1611	Lord of Light	Roger Zelazny	1967
mdp.49015000757501	4458009	15	1611	Lord of Light	Roger Zelazny	1967
mdp.39015013285799	558592	16	1149	Stand on Zanzibar	John Brunner	1968
uc1.32106012964034	7132583	16	1149	Stand on Zanzibar	John Brunner	1968
uc1.b3472504	7853510	16	1149	Stand on Zanzibar	John Brunner	1968
mdp.39015052467530	3520987	17	7662	The Left Hand of Darkness	Ursula K. Le Guin	1969
uc1.32106008754829	7108006	17	7662	The Left Hand of Darkness	Ursula K. Le Guin	1969
uc1.32106013536211	7108006	17	7662	The Left Hand of Darkness	Ursula K. Le Guin	1969
mdp.49015000722596	4454549	18	1298	Ringworld	Larry Niven	1970
pst.000029273768	7075749	18	1298	Ringworld	Larry Niven	1970
uc1.32106012582976	7132695	18	1298	Ringworld	Larry Niven	1970
uc1.32106013677395	5401837	18	1298	Ringworld	Larry Niven	1970
mdp.39015020695519	743484	19	990	To Your Scattered Bodies Go	Philip José Farmer	1971
mdp.49015000679887	4450249	19	990	To Your Scattered Bodies Go	Philip José Farmer	1971
uva.x000100863	101999007	19	990	To Your Scattered Bodies Go	Philip José Farmer	1971
mdp.39015020729649	661408	20	1861	The Gods Themselves	Isaac Asimov	1972
uc1.32106012964117	7132581	21	1319	Rendezvous with Rama	Arthur C. Clarke	1973
mdp.39015000244775	718181	22	7659	The Dispossessed: An Ambiguous Utopia	Ursula K. Le Guin	1974
mdp.39015010418294	23471	22	7659	The Dispossessed: An Ambiguous Utopia	Ursula K. Le Guin	1974
mdp.39015024079264	23471	22	7659	The Dispossessed: An Ambiguous Utopia	Ursula K. Le Guin	1974
uc1.32106017346385	8325751	22	7659	The Dispossessed: An Ambiguous Utopia	Ursula K. Le Guin	1974
ucbk.ark:/28722/h2cn6z21b	23471	22	7659	The Dispossessed: An Ambiguous Utopia	Ursula K. Le Guin	1974
inu.39000002565559	7594024	23	1911	The Forever War	Joe Haldeman	1975
mdp.39015003665547	712232	23	1911	The Forever War	Joe Haldeman	1975
mdp.39015002662453	45169	24	862	Where Late the Sweet Birds Sang	Kate Wilhelm	1976
mdp.49015000614561	4443607	24	862	Where Late the Sweet Birds Sang	Kate Wilhelm	1976
uc1.b3860548	6818649	24	862	Where Late the Sweet Birds Sang	Kate Wilhelm	1976
inu.39000002610124	7594069	25	1884	Gateway	Frederik Pohl	1977
mdp.49015000610437	4443186	25	1884	Gateway	Frederik Pohl	1977
uc1.32106017949246	8325792	25	1884	Gateway	Frederik Pohl	1977
uc1.b4951323	9502263	26	2048	Dreamsnake	Vonda N. McIntyre	1978
mdp.39015008380167	259542	27	1903	The Fountains of Paradise	Arthur C. Clarke	1979
mdp.39015054075612	259542	27	1903	The Fountains of Paradise	Arthur C. Clarke	1979
mdp.39015005184638	697542	28	1180	The Snow Queen	Joan D. Vinge	1980
mdp.39015007015038	450337	29	2078	Downbelow Station	C. J. Cherryh	1981
mdp.39015007068235	190109	30	1904	Foundation's Edge	Isaac Asimov	1982
ppt.ssfcbz201710000324	190109	30	1904	Foundation's Edge	Isaac Asimov	1982
inu.39000013061622	8566688	31	1111	Startide Rising	David Brin	1983
mdp.39015025286538	5826869	31	1111	Startide Rising	David Brin	1983
pst.000022355218	12275387	32	1475	Neuromancer	William Gibson	1984
mdp.39015055883048	2523887	33	2004	Ender's Game	Orson Scott Card	1985
mdp.39015056469367	3840194	38	915	The Vor Game	Lois McMaster Bujold	1990
mdp.39015056223574	3831394	39	2389	Barrayar	Lois McMaster Bujold	1991
mdp.39015056268603	3836264	42	1516	Mirror Dance	Lois McMaster Bujold	1994
mdp.39015057976790	2997465	43	1181	The Diamond Age	Neal Stephenson	1995
mdp.39015053774355	4297541	45	1912	Forever Peace	Joe Haldeman	1997
uc1.32106018321726	7136836	45	1912	Forever Peace	Joe Haldeman	1997
mdp.39015032764527	2792219	52	2087	Doomsday Book	Connie Willis	1992
mdp.39015027254021	12256311	53	1964	Farmer in the Sky	Robert A. Heinlein	1950
pst.000061768444	12256311	53	1964	Farmer in the Sky	Robert A. Heinlein	1950
uc1.32106002114335	1428238	53	1964	Farmer in the Sky	Robert A. Heinlein	1950
uiug.30112112425621	102185923	53	1964	Farmer in the Sky	Robert A. Heinlein	1950
mdp.39015059964455	4340784	54	23634	Blind Lake	Robert Charles Wilson	2003
mdp.39015054285773	4245836	61	22722	The Years of Rice and Salt	Kim Stanley Robinson	2002
mdp.39015053767052	4220339	65	21015	Passage	Connie Willis	2001
mdp.39015047519965	3976711	74	7978	Children of God	Mary Doria Russell	1998
mdp.39015047866861	4081911	80	12	The Rise of Endymion	Dan Simmons	1997
uc1.32106016178466	7136035	81	4803	Holy Fire	Bruce Sterling	1996
mdp.49015002042985	4532737	90	2309	Brittle Innings	Michael Bishop	1994
mdp.39015062115905	2788029	96	920	Virtual Light	William Gibson	1993
uc1.32106017384188	7134457	96	920	Virtual Light	William Gibson	1993
mdp.39015052398552	3517223	99	1108	Steel Beach	John Varley	1992
uc1.32106010189048	7111674	99	1108	Steel Beach	John Varley	1992
mdp.39015053774348	4297537	102	1110	Stations of the Tide	Michael Swanwick	1991
uc1.32106015381764	7137637	102	1110	Stations of the Tide	Michael Swanwick	1991
uc1.32106010337274	7110037	111	1848	Grass	Sheri S. Tepper	1989
mdp.49015003071512	5218368	113	1967	Falling Free	Lois McMaster Bujold	1988
uc1.32106016538131	7132582	113	1967	Falling Free	Lois McMaster Bujold	1988
pst.000019919287	7492164	115	1699	Islands in the Net	Bruce Sterling	1988
mdp.39015025155139	2551263	116	1505	Mona Lisa Overdrive	William Gibson	1988
pst.000061659551	9813946	121	865	When Gravity Fails	George Alec Effinger	1987
mdp.39015056248365	4307074	126	33263	The Mount	Carol Emshwiller	2002
mdp.39015053391911	4199950	130	21392	The Other Wind	Ursula K. Le Guin	2001
pst.000066034483	12267124	130	21392	The Other Wind	Ursula K. Le Guin	2001
mdp.39015049524674	4124830	134	20908	The Collapsium	Wil McCarthy	2000
mdp.39015054095784	4135525	138	8658	A Storm of Swords	George R. R. Martin	2000
mdp.39015046463629	4172370	146	8657	A Clash of Kings	George R. R. Martin	1998
uc1.32106014870445	7137235	148	12274	Mockingbird	Sean Stewart	1998
uc1.32106014065673	7136779	153	9841	The Moon and the Sun	Vonda N. McIntyre	1997
uc1.32106013799322	7136372	156	7271	City on Fire	Walter Jon Williams	1997
mdp.39015050507618	4172369	157	8656	A Game of Thrones	George R. R. Martin	1996
mdp.39015034242647	2981787	172	1041	Temporary Agency	Rachel Pollack	1994
uc1.32106017384022	7139922	179	1269	Sarah Canary	Karen Joy Fowler	1991
mdp.39015025219471	2555845	180	2110	The Difference Engine	William Gibson & Bruce Sterling	1990
uc1.32106017218352	7139047	182	1059	Synners	Pat Cadigan	1991
mdp.39015015177796	1952327	184	1559	Mary Reilly	Valerie Martin	1990
pst.000048593977	12269123	184	1559	Mary Reilly	Valerie Martin	1990
mdp.39015018454788	2171382	185	6520	Only Begotten Daughter	James Morrow	1990
pst.000021664502	12257002	186	1326	Redshift Rendezvous	John E. Stith	1990
uc1.b4361892	6225858	188	1807	The Healer's War	Elizabeth Ann Scarborough	1988
mdp.39015019595399	2446901	194	1845	Great Sky River	Gregory Benford	1987
mdp.39015060663583	4963699	201	1816	The Handmaid's Tale	Margaret Atwood	1985
pst.000013408435	12265483	201	1816	The Handmaid's Tale	Margaret Atwood	1985
pst.000064238685	9819360	201	1816	The Handmaid's Tale	Margaret Atwood	1985
mdp.39015034396237	2996670	203	1023	This is the Way the World Ends	James Morrow	1986
pst.000015473615	7057083	203	1023	This is the Way the World Ends	James Morrow	1986
mdp.39015019395782	2441046	204	2340	Blood Music	Greg Bear	1985
uc1.32106008705854	7107870	204	2340	Blood Music	Greg Bear	1985
mdp.39015020770437	357751	206	1796	Helliconia Winter	Brian W. Aldiss	1985
uc1.b3739771	6706204	206	1796	Helliconia Winter	Brian W. Aldiss	1985
mdp.39015021474286	360708	207	1375	The Postman	David Brin	1985
mdp.49015000014390	4383147	207	1375	The Postman	David Brin	1985
mdp.39015008096565	123103	211	1709	The Integral Trees	Larry Niven	1984
inu.30000112137678	10558889	212	1684	Job: A Comedy of Justice	Robert A. Heinlein	1984
uc1.32106010566989	4441464	212	1684	Job: A Comedy of Justice	Robert A. Heinlein	1984
mdp.39015020750835	602586	214	841	The Wild Shore	Kim Stanley Robinson	1984
mdp.39015004265453	776821	215	2465	Against Infinity	Gregory Benford	1983
mdp.39015005310704	271216	216	2234	The Citadel of the Autarch	Gene Wolfe	1983
mdp.39015005688661	202584	217	1597	Lyonesse: Suldrun's Garden	Jack Vance	1983
pst.000026013343	7048364	217	1597	Lyonesse: Suldrun's Garden	Jack Vance	1983
uc1.b4950843	9495646	219	916	The Void Captain's Tale	Norman Spinrad	1983
mdp.39015004038751	146964	220	1459	No Enemy But Time	Michael Bishop	1982
mdp.49015000553447	4437385	220	1459	No Enemy But Time	Michael Bishop	1982
pst.000021808838	7067255	220	1459	No Enemy But Time	Michael Bishop	1982
mdp.39015049498192	101110	221	1899	Friday	Robert A. Heinlein	1982
pst.000033233420	7047974	221	1899	Friday	Robert A. Heinlein	1982
umn.31951001411257t	101110	221	1899	Friday	Robert A. Heinlein	1982
mdp.39015020770445	770882	222	1798	Helliconia Spring	Brian W. Aldiss	1982
uc1.32106018261096	7117017	222	1798	Helliconia Spring	Brian W. Aldiss	1982
mdp.39015005906303	240484	225	2225	The Claw of the Conciliator	Gene Wolfe	1981
mdp.49015000753567	4457623	225	2225	The Claw of the Conciliator	Gene Wolfe	1981
mdp.39015006579224	285325	226	1624	Little, Big	John Crowley	1981
mdp.49015000719303	4454208	227	1572	The Many-Colored Land	Julian May	1981
pst.000013792183	7057088	227	1572	The Many-Colored Land	Julian May	1981
mdp.39015011267476	224599	228	1347	Radix	A. A. Attanasio	1981
mdp.39015002968892	127744	229	1303	Riddley Walker	Russell Hoban	1980
mdp.39015050153272	4098902	229	1303	Riddley Walker	Russell Hoban	1980
pst.000068300722	9813937	229	1303	Riddley Walker	Russell Hoban	1980
mdp.39015008806955	205628	231	1000	Timescape	Gregory Benford	1980
uc1.31822023310097	7203463	231	1000	Timescape	Gregory Benford	1980
uc1.32106009996627	7116511	231	1000	Timescape	Gregory Benford	1980
inu.39000001892814	7594070	232	2372	Beyond the Blue Event Horizon	Frederik Pohl	1980
mdp.39015056877460	708511	232	2372	Beyond the Blue Event Horizon	Frederik Pohl	1980
mdp.49015002982867	5058555	232	2372	Beyond the Blue Event Horizon	Frederik Pohl	1980
pst.000021680403	7492038	232	2372	Beyond the Blue Event Horizon	Frederik Pohl	1980
uc1.32106006133588	708511	232	2372	Beyond the Blue Event Horizon	Frederik Pohl	1980
mdp.39015008979778	246404	234	1243	The Shadow of the Torturer	Gene Wolfe	1980
mdp.39015000684780	257533	236	1679	Juniper Time	Kate Wilhelm	1979
uc1.b4951772	707916	237	1439	On Wings of Song	Thomas M. Disch	1979
mdp.39015052543298	3860014	238	1293	The Road to Corlay	Richard Cowper	1978
mdp.39015011815134	361956	239	998	Titan	John Varley	1979
mdp.39015037402719	336700	240	2343	Blind Voices	Tom Reamy	1978
mdp.39015056818126	3852059	240	2343	Blind Voices	Tom Reamy	1978
uva.x000882738	101997456	241	1979	The Faded Sun: Kesrith	C. J. Cherryh	1978
mdp.39015005516904	88422	242	1675	Kalki	Gore Vidal	1978
uc1.b3862874	7881124	243	1093	Strangers	Gardner Dozois	1978
uc1.b4430797	6239060	244	2235	Cirque	Terry Carr	1977
mdp.39015042857329	566560	245	1720	In the Ocean of Night	Gregory Benford	1977
uc1.32106002161021	7114160	245	1720	In the Ocean of Night	Gregory Benford	1977
mdp.39015056801965	3849125	247	1064	Sword of the Demon	Richard A. Lupoff	1977
pst.000007408465	12263755	247	1064	Sword of the Demon	Richard A. Lupoff	1977
uc1.b3884191	7882764	248	1580	Man Plus	Frederik Pohl	1976
mdp.39015006577822	203924	249	1719	Inferno	Larry Niven & Jerry Pournelle	1976
mdp.39015009101505	205883	249	1719	Inferno	Larry Niven & Jerry Pournelle	1976
mdp.39015009287676	725011	252	962	Triton	Samuel R. Delany	1976
ppt.ssfcbz201710000351	6833148	252	962	Triton	Samuel R. Delany	1976
uc1.32106008842756	6833148	252	962	Triton	Samuel R. Delany	1976
mdp.39015058394282	21803	255	2204	The Computer Connection	Alfred Bester	1975
ppt.ssfcbz201710000350	6834072	256	2112	Dhalgren	Samuel R. Delany	1975
uva.x001465758	101876359	256	2112	Dhalgren	Samuel R. Delany	1975
mdp.39015034647167	216632	257	2082	Doorways in the Sand	Roger Zelazny	1976
mdp.39015025116180	34361	258	2018	The Embedding	Ian Watson	1973
pst.000005477456	7491078	258	2018	The Embedding	Ian Watson	1973
uc1.$b395382	34361	258	2018	The Embedding	Ian Watson	1973
uc1.b4355109	9508262	259	1987	The Exile Waiting	Vonda N. McIntyre	1975
mdp.39015047597136	1911269	260	1961	The Female Man	Joanna Russ	1975
mdp.39015040110978	726557	263	1787	The Heritage of Hastur	Marion Zimmer Bradley	1975
uva.x000884459	6821575	263	1787	The Heritage of Hastur	Marion Zimmer Bradley	1975
mdp.39015005896322	1218726	264	914143	Invisible Cities	Italo Calvino	1972
uc1.32106018320967	7112649	265	1529	A Midsummer Tempest	Poul Anderson	1974
mdp.39015008543426	205885	267	1495	The Mote in God's Eye	Larry Niven & Jerry Pournelle	1974
mdp.39015012212620	14980	267	1495	The Mote in God's Eye	Larry Niven & Jerry Pournelle	1974
mdp.39015049544763	3518768	267	1495	The Mote in God's Eye	Larry Niven & Jerry Pournelle	1974
mdp.39015062115814	1021247	268	1343	Ragtime	E. L. Doctorow	1975
mdp.39015064984092	5581652	268	1343	Ragtime	E. L. Doctorow	1975
uc1.32106015358481	7130475	268	1343	Ragtime	E. L. Doctorow	1975
mdp.39015005004877	729530	270	2481	334	Thomas M. Disch	1972
mdp.39015007043337	253750	271	1928	Flow My Tears, the Policeman Said	Philip K. Dick	1974
ppt.ssfcbz201710000370	102699434	271	1928	Flow My Tears, the Policeman Said	Philip K. Dick	1974
mdp.39015066065254	1030012	273	1847	Gravity's Rainbow	Thomas Pynchon	1973
mdp.49015002499623	4574148	273	1847	Gravity's Rainbow	Thomas Pynchon	1973
pst.000022631671	12257098	273	1847	Gravity's Rainbow	Thomas Pynchon	1973
uc1.32106008680123	1030012	273	1847	Gravity's Rainbow	Thomas Pynchon	1973
mdp.49015000682998	4450599	274	1578	The Man Who Folded Himself	David Gerrold	1973
uc1.32106010984570	1028641	276	1009	Time Enough for Love	Robert A. Heinlein	1973
mdp.39015010912247	292188	277	2324	The Book of Skulls	Robert Silverberg	1972
mdp.39015008587365	743725	279	1702	The Iron Dream	Norman Spinrad	1972
mdp.39015019165045	476713	280	1235	The Sheep Look Up	John Brunner	1972
mdp.49015001026310	4485293	280	1235	The Sheep Look Up	John Brunner	1972
uva.x004766030	102030829	280	1235	The Sheep Look Up	John Brunner	1972
mdp.39015022652468	1418149	281	867	What Entropy Means to Me	George Alec Effinger	1972
mdp.39015000654106	432172	282	864	When Harlie Was One	David Gerrold	1972
mdp.39015023544888	1418175	282	864	When Harlie Was One	David Gerrold	1972
uc1.$b404260	9381999	285	7648	The Devil Is Dead	R. A. Lafferty	1971
mdp.39015002289877	340833	287	7661	The Lathe of Heaven	Ursula K. Le Guin	1971
mdp.39015002756073	91581	289	2428	And Chaos Died	Joanna Russ	1970
ppt.ssfcbz201710000408	6120100	289	2428	And Chaos Died	Joanna Russ	1970
pst.000012674534	7056878	291	1107	The Steel Crocodile	D. G. Compton	1970
mdp.39015005648749	730079	293	773	The Year of the Quiet Sun	Wilson Tucker	1970
mdp.39015062108892	135524	294	2080	Double Star	Robert A. Heinlein	1956
uc1.32106006207622	7120550	294	2080	Double Star	Robert A. Heinlein	1956
mdp.39015035342586	1113164	295	1811	Have Space Suit - Will Travel	Robert A. Heinlein	1958
mdp.39015074269179	5605903	295	1811	Have Space Suit - Will Travel	Robert A. Heinlein	1958
mdp.39015016450150	120383	298	847	Who?	Algis Budrys	1958
mdp.39015011820779	203086	299	25316	Dorsai!	Gordon R. Dickson	1959
ppt.ssfcbz201808000127	102699457	299	25316	Dorsai!	Gordon R. Dickson	1959
mdp.39015002582594	1775740	301	1205	The Sirens of Titan	Kurt Vonnegut, Jr.	1959
mdp.39076001543219	9922943	301	1205	The Sirens of Titan	Kurt Vonnegut, Jr.	1959
pst.000029136407	1021269	301	1205	The Sirens of Titan	Kurt Vonnegut, Jr.	1959
osu.32435055415434	5815115	302	1033	Brain Twister	Randall Garrertt & Laurence M. Janifer	1962
mdp.49015000617523	4443902	303	2127	Deathworld	Harry Harrison	1960
mdp.39015013291961	204682	304	1779	The High Crusade	Poul Anderson	1960
osu.32435053061628	101672445	304	1779	The High Crusade	Poul Anderson	1960
umn.319510023976924	101653925	304	1779	The High Crusade	Poul Anderson	1960
mdp.39015007036448	405800	305	1285	Rogue Moon	Algis Budrys	1960
pst.000068149222	9814164	305	1285	Rogue Moon	Algis Budrys	1960
uc1.b3885961	405800	305	1285	Rogue Moon	Algis Budrys	1960
uc1.b4421507	726093	305	1285	Rogue Moon	Algis Budrys	1960
mdp.39015014854346	288570	306	924	Venus Plus X	Theodore Sturgeon	1960
mdp.39015022220084	721947	306	924	Venus Plus X	Theodore Sturgeon	1960
uc1.32106012469810	8325839	306	924	Venus Plus X	Theodore Sturgeon	1960
mdp.39015002174384	1774729	308	23322	Time Is the Simplest Thing	Clifford D. Simak	1961
pst.000021921872	7050378	308	23322	Time Is the Simplest Thing	Clifford D. Simak	1961
osu.32435053311874	5811663	310	186628	Planet of the Damned	Harry Harrison	1961
mdp.39015020680461	628327	311	1969	A Fall of Moondust	Arthur C. Clarke	1961
osu.32435055416200	5818473	312	3045	Little Fuzzy	H. Beam Piper	1962
mdp.39015002691262	726066	313	1068	The Sword of Aldones	Marion Zimmer Bradley	1962
uc1.b3751296	1204925	314	1061	Sylva	Vercors	1961
mdp.49015002517150	4530698	315	2269	Cat's Cradle	Kurt Vonnegut, Jr.	1963
mdp.39015049645875	3522596	317	1867	Glory Road	Robert A. Heinlein	1963
mdp.49015001415927	4525510	317	1867	Glory Road	Robert A. Heinlein	1963
uc1.32106002114350	8322940	317	1867	Glory Road	Robert A. Heinlein	1963
inu.39000000059332	6058803	318	2494	Witch World	Andre Norton	1963
mdp.39015014695517	20388	319	2148	Davy	Edgar Pangborn	1964
mdp.39015014166568	122696	321	846	The Whole Man	John Brunner	1964
ppt.ssfcbz201808000137	6818766	321	846	The Whole Man	John Brunner	1964
uc1.b3472503	6661868	321	846	The Whole Man	John Brunner	1964
mdp.39015014859287	782514	322	1196	Skylark DuQuesne	E. E. Smith	1965
mdp.39015066688824	35717	322	1196	Skylark DuQuesne	E. E. Smith	1965
mdp.39015016450234	120344	323	1154	The Squares of the City	John Brunner	1965
mdp.39015005320745	730259	324	2394	Babel-17	Samuel R. Delany	1966
ppt.ssfcbz201710000347	6832479	324	2394	Babel-17	Samuel R. Delany	1966
mdp.39015000670789	1029947	326	1927	Flowers for Algernon	Daniel Keyes	1966
mdp.39015040597794	1029947	326	1927	Flowers for Algernon	Daniel Keyes	1966
mdp.39015020063304	1029895	331	2022	The Einstein Intersection	Samuel R. Delany	1967
mdp.39015020142249	20377	331	2022	The Einstein Intersection	Samuel R. Delany	1967
ppt.ssfcbz201710000348	7881126	331	2022	The Einstein Intersection	Samuel R. Delany	1967
uc1.b3862883	7881126	331	2022	The Einstein Intersection	Samuel R. Delany	1967
mdp.39015010537812	204847	332	1022	Thorns	Robert Silverberg	1967
mdp.39015024079447	1030053	333	1865	The Goblin Reservation	Clifford D. Simak	1968
inu.30000081157426	7593906	334	1452	Nova	Samuel R. Delany	1968
mdp.39015014448818	775232	334	1452	Nova	Samuel R. Delany	1968
mdp.39015017666408	783605	335	7650	Past Master	R. A. Lafferty	1968
mdp.39015025812895	25055	335	7650	Past Master	R. A. Lafferty	1968
mdp.39015005228997	741063	336	1295	Rite of Passage	Alexei Panshin	1968
mdp.39015011016881	240265	336	1295	Rite of Passage	Alexei Panshin	1968
mdp.39015043511941	1418375	336	1295	Rite of Passage	Alexei Panshin	1968
mdp.39015011534206	205350	337	2298	Bug Jack Barron	Norman Spinrad	1969
mdp.49015000528704	4434915	337	2298	Bug Jack Barron	Norman Spinrad	1969
uc1.32106002188628	7112725	337	2298	Bug Jack Barron	Norman Spinrad	1969
mdp.39015064686804	5138234	339	1191	Slaughterhouse-Five	Kurt Vonnegut, Jr.	1969
pst.000027734902	3906292	339	1191	Slaughterhouse-Five	Kurt Vonnegut, Jr.	1969
mdp.39015011886747	326691	342	1044	Tau Zero	Poul Anderson	1970
mdp.39015012435791	282294	342	1044	Tau Zero	Poul Anderson	1970
ppt.ssfcbz201808000161	326691	342	1044	Tau Zero	Poul Anderson	1970
pst.000012745173	7056851	342	1044	Tau Zero	Poul Anderson	1970
mdp.39015020724129	261088	343	2064	Dragonquest	Anne McCaffrey	1971
uiug.30112000891272	261088	343	2064	Dragonquest	Anne McCaffrey	1971
mdp.39015015390787	1185690	346	2242	A Choice of Gods	Clifford D. Simak	1972
mdp.39015002154931	658257	347	1029	There Will Be Time	Poul Anderson	1972
mdp.39015056811675	3849964	350	1706	Inverted World	Christopher Priest	1974
uc1.32106007171835	683931	351	2247	Children of Dune	Frank Herbert	1976
mdp.39015013260727	248973	353	2030	Dying of the Light	George R. R. Martin	1977
mdp.39015005343515	256117	354	1919	The Forbidden Tower	Marion Zimmer Bradley	1977
uva.x000884413	102001165	354	1919	The Forbidden Tower	Marion Zimmer Bradley	1977
mdp.49015002834613	4747255	357	938	Up the Walls of the World	James Tiptree, Jr.	1978
mdp.39015028704974	89726	358	861	The White Dragon	Anne McCaffrey	1978
pst.000018854527	12260653	359	1813	Harpist in the Wind	Patricia A. McKillip	1979
mdp.39015001367005	106311	360	1613	Lord Valentine's Castle	Robert Silverberg	1980
mdp.39015020711092	708266	360	1613	Lord Valentine's Castle	Robert Silverberg	1980
inu.39000001892806	7593993	361	1299	The Ringworld Engineers	Larry Niven	1979
mdp.39015062063618	744805	361	1299	The Ringworld Engineers	Larry Niven	1979
mdp.39015005888097	240306	362	804	Wizard	John Varley	1980
uc1.32106009095875	7115988	362	804	Wizard	John Varley	1980
mdp.39015005498442	87108	363	1362	Project Pope	Clifford D. Simak	1981
uc1.b3860560	87108	363	1362	Project Pope	Clifford D. Simak	1981
uc1.31822007175888	102213775	364	2484	2010: Odyssey Two	Arthur C. Clarke	1982
mdp.39015005888105	204401	365	2192	Courtship Rite	Donald Kingsbury	1982
mdp.39015019434276	2447783	366	1370	The Pride of Chanur	C. J. Cherryh	1982
mdp.39015005389245	115294	367	1526	Millennium	John Varley	1983
ppt.ssfcbz201808000140	115294	367	1526	Millennium	John Varley	1983
mdp.39015046831189	115594	369	1289	The Robots of Dawn	Isaac Asimov	1983
mdp.39015019407355	2443528	370	2016	Emergence	David R. Palmer	1984
mdp.39015019815037	2449817	371	1408	The Peace War	Vernor Vinge	1984
uva.x000869018	102056166	372	2181	Cuckoo's Egg	C. J. Cherryh	1985
mdp.39015060593897	4971499	379	156904	Natural History	Justina Robson	2003
mdp.39015058239735	4367327	380	29944	Omega	Jack McDevitt	2003
mdp.39015057639042	4354454	381	826278	The X President	Philip Baruth	2003
uva.x004699390	102028791	383	23353	The Changeling Plague	Syne Mitchell	2003
mdp.39015056665758	4316338	385	23584	Darwin's Children	Greg Bear	2003
inu.30000100422017	8566650	386	846861	Jennifer Government	Max Barry	2003
mdp.39015054090678	4308183	386	846861	Jennifer Government	Max Barry	2003
uva.x004684059	102027051	388	23337	Red Thunder	John Varley	2003
mdp.39015054119980	4219747	400	22269	Vitals	Greg Bear	2002
pst.000053740809	12268450	400	22269	Vitals	Greg Bear	2002
mdp.39015060886655	5029596	410	21035	Pashazade	Jon Courtenay Grimwood	2001
mdp.39015060658997	4983346	411	154788	Market Forces	Richard K. Morgan	2004
mdp.39015058015028	4353024	413	152337	The Time Traveler's Wife	Audrey Niffenegger	2003
mdp.39015038555903	3118154	421	7977	The Sparrow	Mary Doria Russell	1996
mdp.39015025251706	2562206	425	1227	Sideshow	Sheri S. Tepper	1992
uc1.32106014600396	7135030	428	1216	The Silicon Man	Charles Platt	1991
inu.30000096455823	5835458	437	2083	A Door into Ocean	Joan Slonczewski	1986
mdp.39015032584073	2885579	437	2083	A Door into Ocean	Joan Slonczewski	1986
mdp.39015013336444	411528	441	1842	Green Eyes	Lucius Shepard	1984
mdp.39015008261987	781144	442	2360	The Birth of the People's Republic of Antarctica	John Calvin Batchelor	1983
mdp.39015013234516	150086	445	2003	Engine Summer	John Crowley	1979
mdp.39015003464321	692778	446	942	The Unlimited Dream Company	J. G. Ballard	1979
